Airport.Code,Airport.Name,Time.Label,Time.Month,Statistics.Flights.Total
DEN,"Denver, CO: Denver International",2004/08,8,14071
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004/08,8,29661
DTW,"Detroit, MI: Detroit Metro Wayne County",2004/08,8,12805
EWR,"Newark, NJ: Newark Liberty International",2004/08,8,14061
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004/08,8,5247
IAD,"Washington, DC: Washington Dulles International",2004/08,8,13546
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004/08,8,17491
JFK,"New York, NY: John F. Kennedy International",2004/08,8,8666
LAS,"Las Vegas, NV: McCarran International",2004/08,8,13514
LAX,"Los Angeles, CA: Los Angeles International",2004/08,8,20511
LGA,"New York, NY: LaGuardia",2004/08,8,10854
MCO,"Orlando, FL: Orlando International",2004/08,8,9356
MDW,"Chicago, IL: Chicago Midway International",2004/08,8,8075
MIA,"Miami, FL: Miami International",2004/08,8,5505
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004/08,8,13129
ORD,"Chicago, IL: Chicago O'Hare International",2004/08,8,32398
PDX,"Portland, OR: Portland International",2004/08,8,4998
PHL,"Philadelphia, PA: Philadelphia International",2004/08,8,10646
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004/08,8,14291
SAN,"San Diego, CA: San Diego International",2004/08,8,7530
SEA,"Seattle, WA: Seattle/Tacoma International",2004/08,8,10408
SFO,"San Francisco, CA: San Francisco International",2004/08,8,11452
SLC,"Salt Lake City, UT: Salt Lake City International",2004/08,8,12139
TPA,"Tampa, FL: Tampa International",2004/08,8,5881
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2004/09,9,34614
BOS,"Boston, MA: Logan International",2004/09,9,11057
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004/09,9,8715
CLT,"Charlotte, NC: Charlotte Douglas International",2004/09,9,8715
DCA,"Washington, DC: Ronald Reagan Washington National",2004/09,9,7871
DEN,"Denver, CO: Denver International",2004/09,9,12704
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004/09,9,28024
DTW,"Detroit, MI: Detroit Metro Wayne County",2004/09,9,11752
EWR,"Newark, NJ: Newark Liberty International",2004/09,9,12521
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004/09,9,4875
IAD,"Washington, DC: Washington Dulles International",2004/09,9,13995
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004/09,9,16117
JFK,"New York, NY: John F. Kennedy International",2004/09,9,7848
LAS,"Las Vegas, NV: McCarran International",2004/09,9,13056
LAX,"Los Angeles, CA: Los Angeles International",2004/09,9,19144
LGA,"New York, NY: LaGuardia",2004/09,9,10211
MCO,"Orlando, FL: Orlando International",2004/09,9,8336
MDW,"Chicago, IL: Chicago Midway International",2004/09,9,7430
MIA,"Miami, FL: Miami International",2004/09,9,4943
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004/09,9,11444
ORD,"Chicago, IL: Chicago O'Hare International",2004/09,9,30151
PDX,"Portland, OR: Portland International",2004/09,9,4553
PHL,"Philadelphia, PA: Philadelphia International",2004/09,9,10296
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004/09,9,13762
SAN,"San Diego, CA: San Diego International",2004/09,9,7087
SEA,"Seattle, WA: Seattle/Tacoma International",2004/09,9,9185
SFO,"San Francisco, CA: San Francisco International",2004/09,9,10677
SLC,"Salt Lake City, UT: Salt Lake City International",2004/09,9,11549
TPA,"Tampa, FL: Tampa International",2004/09,9,5381
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2004/10,10,35723
BOS,"Boston, MA: Logan International",2004/10,10,11558
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004/10,10,9138
CLT,"Charlotte, NC: Charlotte Douglas International",2004/10,10,9397
DCA,"Washington, DC: Ronald Reagan Washington National",2004/10,10,8214
DEN,"Denver, CO: Denver International",2004/10,10,13099
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004/10,10,28946
DTW,"Detroit, MI: Detroit Metro Wayne County",2004/10,10,12363
EWR,"Newark, NJ: Newark Liberty International",2004/10,10,13510
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004/10,10,5763
IAD,"Washington, DC: Washington Dulles International",2004/10,10,14766
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004/10,10,16829
JFK,"New York, NY: John F. Kennedy International",2004/10,10,8134
LAS,"Las Vegas, NV: McCarran International",2004/10,10,13592
LAX,"Los Angeles, CA: Los Angeles International",2004/10,10,19742
LGA,"New York, NY: LaGuardia",2004/10,10,10757
MCO,"Orlando, FL: Orlando International",2004/10,10,9327
MDW,"Chicago, IL: Chicago Midway International",2004/10,10,7747
MIA,"Miami, FL: Miami International",2004/10,10,5244
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004/10,10,11959
ORD,"Chicago, IL: Chicago O'Hare International",2004/10,10,30744
PDX,"Portland, OR: Portland International",2004/10,10,4594
PHL,"Philadelphia, PA: Philadelphia International",2004/10,10,11318
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004/10,10,14451
SAN,"San Diego, CA: San Diego International",2004/10,10,7324
SEA,"Seattle, WA: Seattle/Tacoma International",2004/10,10,9095
SFO,"San Francisco, CA: San Francisco International",2004/10,10,10972
SLC,"Salt Lake City, UT: Salt Lake City International",2004/10,10,11751
TPA,"Tampa, FL: Tampa International",2004/10,10,5861
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2004/11,11,34206
BOS,"Boston, MA: Logan International",2004/11,11,10747
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004/11,11,8589
CLT,"Charlotte, NC: Charlotte Douglas International",2004/11,11,9204
DCA,"Washington, DC: Ronald Reagan Washington National",2004/11,11,7729
DEN,"Denver, CO: Denver International",2004/11,11,12101
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004/11,11,27498
DTW,"Detroit, MI: Detroit Metro Wayne County",2004/11,11,11974
EWR,"Newark, NJ: Newark Liberty International",2004/11,11,12952
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004/11,11,5778
IAD,"Washington, DC: Washington Dulles International",2004/11,11,13376
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004/11,11,16579
JFK,"New York, NY: John F. Kennedy International",2004/11,11,7809
LAS,"Las Vegas, NV: McCarran International",2004/11,11,13183
LAX,"Los Angeles, CA: Los Angeles International",2004/11,11,18997
LGA,"New York, NY: LaGuardia",2004/11,11,10537
MCO,"Orlando, FL: Orlando International",2004/11,11,9669
MDW,"Chicago, IL: Chicago Midway International",2004/11,11,7269
MIA,"Miami, FL: Miami International",2004/11,11,5273
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004/11,11,11514
ORD,"Chicago, IL: Chicago O'Hare International",2004/11,11,28677
PDX,"Portland, OR: Portland International",2004/11,11,4346
PHL,"Philadelphia, PA: Philadelphia International",2004/11,11,11428
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004/11,11,13940
SAN,"San Diego, CA: San Diego International",2004/11,11,7056
SEA,"Seattle, WA: Seattle/Tacoma International",2004/11,11,8411
SFO,"San Francisco, CA: San Francisco International",2004/11,11,10141
SLC,"Salt Lake City, UT: Salt Lake City International",2004/11,11,11227
TPA,"Tampa, FL: Tampa International",2004/11,11,6614
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2004/12,12,35453
BOS,"Boston, MA: Logan International",2004/12,12,10989
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2004/12,12,8971
CLT,"Charlotte, NC: Charlotte Douglas International",2004/12,12,9640
DCA,"Washington, DC: Ronald Reagan Washington National",2004/12,12,7953
DEN,"Denver, CO: Denver International",2004/12,12,12983
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2004/12,12,28122
DTW,"Detroit, MI: Detroit Metro Wayne County",2004/12,12,11963
EWR,"Newark, NJ: Newark Liberty International",2004/12,12,13118
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2004/12,12,6243
IAD,"Washington, DC: Washington Dulles International",2004/12,12,13012
IAH,"Houston, TX: George Bush Intercontinental/Houston",2004/12,12,17629
JFK,"New York, NY: John F. Kennedy International",2004/12,12,8207
LAS,"Las Vegas, NV: McCarran International",2004/12,12,13625
LAX,"Los Angeles, CA: Los Angeles International",2004/12,12,19804
LGA,"New York, NY: LaGuardia",2004/12,12,10667
MCO,"Orlando, FL: Orlando International",2004/12,12,10153
MDW,"Chicago, IL: Chicago Midway International",2004/12,12,7549
MIA,"Miami, FL: Miami International",2004/12,12,5572
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2004/12,12,11880
ORD,"Chicago, IL: Chicago O'Hare International",2004/12,12,29358
PDX,"Portland, OR: Portland International",2004/12,12,4542
PHL,"Philadelphia, PA: Philadelphia International",2004/12,12,11812
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2004/12,12,14617
SAN,"San Diego, CA: San Diego International",2004/12,12,7330
SEA,"Seattle, WA: Seattle/Tacoma International",2004/12,12,8711
SFO,"San Francisco, CA: San Francisco International",2004/12,12,10635
SLC,"Salt Lake City, UT: Salt Lake City International",2004/12,12,11924
TPA,"Tampa, FL: Tampa International",2004/12,12,7011
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005/01,1,35048
BOS,"Boston, MA: Logan International",2005/01,1,10849
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005/01,1,8801
CLT,"Charlotte, NC: Charlotte Douglas International",2005/01,1,9472
DCA,"Washington, DC: Ronald Reagan Washington National",2005/01,1,8061
DEN,"Denver, CO: Denver International",2005/01,1,12687
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005/01,1,27392
DTW,"Detroit, MI: Detroit Metro Wayne County",2005/01,1,11404
EWR,"Newark, NJ: Newark Liberty International",2005/01,1,12279
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005/01,1,6065
IAD,"Washington, DC: Washington Dulles International",2005/01,1,12381
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005/01,1,16862
JFK,"New York, NY: John F. Kennedy International",2005/01,1,8102
LAS,"Las Vegas, NV: McCarran International",2005/01,1,13520
LAX,"Los Angeles, CA: Los Angeles International",2005/01,1,19365
LGA,"New York, NY: LaGuardia",2005/01,1,10799
MCO,"Orlando, FL: Orlando International",2005/01,1,10179
MDW,"Chicago, IL: Chicago Midway International",2005/01,1,7166
MIA,"Miami, FL: Miami International",2005/01,1,5567
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005/01,1,11384
ORD,"Chicago, IL: Chicago O'Hare International",2005/01,1,28194
PDX,"Portland, OR: Portland International",2005/01,1,4350
PHL,"Philadelphia, PA: Philadelphia International",2005/01,1,11517
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005/01,1,14457
SAN,"San Diego, CA: San Diego International",2005/01,1,7283
SEA,"Seattle, WA: Seattle/Tacoma International",2005/01,1,8309
SFO,"San Francisco, CA: San Francisco International",2005/01,1,10274
SLC,"Salt Lake City, UT: Salt Lake City International",2005/01,1,12000
TPA,"Tampa, FL: Tampa International",2005/01,1,6991
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005/02,2,33702
BOS,"Boston, MA: Logan International",2005/02,2,10009
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005/02,2,8169
CLT,"Charlotte, NC: Charlotte Douglas International",2005/02,2,9116
DCA,"Washington, DC: Ronald Reagan Washington National",2005/02,2,8217
DEN,"Denver, CO: Denver International",2005/02,2,11480
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005/02,2,22308
DTW,"Detroit, MI: Detroit Metro Wayne County",2005/02,2,10680
EWR,"Newark, NJ: Newark Liberty International",2005/02,2,11474
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005/02,2,5972
IAD,"Washington, DC: Washington Dulles International",2005/02,2,10042
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005/02,2,15775
JFK,"New York, NY: John F. Kennedy International",2005/02,2,7452
LAS,"Las Vegas, NV: McCarran International",2005/02,2,12389
LAX,"Los Angeles, CA: Los Angeles International",2005/02,2,17410
LGA,"New York, NY: LaGuardia",2005/02,2,9807
MCO,"Orlando, FL: Orlando International",2005/02,2,9295
MDW,"Chicago, IL: Chicago Midway International",2005/02,2,6291
MIA,"Miami, FL: Miami International",2005/02,2,5135
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005/02,2,10570
ORD,"Chicago, IL: Chicago O'Hare International",2005/02,2,25665
PDX,"Portland, OR: Portland International",2005/02,2,3974
PHL,"Philadelphia, PA: Philadelphia International",2005/02,2,10286
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005/02,2,13234
SAN,"San Diego, CA: San Diego International",2005/02,2,6543
SEA,"Seattle, WA: Seattle/Tacoma International",2005/02,2,7564
SFO,"San Francisco, CA: San Francisco International",2005/02,2,9327
SLC,"Salt Lake City, UT: Salt Lake City International",2005/02,2,12404
TPA,"Tampa, FL: Tampa International",2005/02,2,6432
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005/03,3,37806
BOS,"Boston, MA: Logan International",2005/03,3,11236
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005/03,3,9201
CLT,"Charlotte, NC: Charlotte Douglas International",2005/03,3,10340
DCA,"Washington, DC: Ronald Reagan Washington National",2005/03,3,9394
DEN,"Denver, CO: Denver International",2005/03,3,12979
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005/03,3,25182
DTW,"Detroit, MI: Detroit Metro Wayne County",2005/03,3,12280
EWR,"Newark, NJ: Newark Liberty International",2005/03,3,13412
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005/03,3,6779
IAD,"Washington, DC: Washington Dulles International",2005/03,3,11249
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005/03,3,18651
JFK,"New York, NY: John F. Kennedy International",2005/03,3,8586
LAS,"Las Vegas, NV: McCarran International",2005/03,3,14152
LAX,"Los Angeles, CA: Los Angeles International",2005/03,3,19507
LGA,"New York, NY: LaGuardia",2005/03,3,10977
MCO,"Orlando, FL: Orlando International",2005/03,3,10588
MDW,"Chicago, IL: Chicago Midway International",2005/03,3,7398
MIA,"Miami, FL: Miami International",2005/03,3,5779
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005/03,3,12208
ORD,"Chicago, IL: Chicago O'Hare International",2005/03,3,28785
PDX,"Portland, OR: Portland International",2005/03,3,4512
PHL,"Philadelphia, PA: Philadelphia International",2005/03,3,11462
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005/03,3,14805
SAN,"San Diego, CA: San Diego International",2005/03,3,7298
SEA,"Seattle, WA: Seattle/Tacoma International",2005/03,3,8591
SFO,"San Francisco, CA: San Francisco International",2005/03,3,10532
SLC,"Salt Lake City, UT: Salt Lake City International",2005/03,3,14115
TPA,"Tampa, FL: Tampa International",2005/03,3,7459
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005/04,4,36881
BOS,"Boston, MA: Logan International",2005/04,4,10986
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005/04,4,8907
CLT,"Charlotte, NC: Charlotte Douglas International",2005/04,4,9967
DCA,"Washington, DC: Ronald Reagan Washington National",2005/04,4,8869
DEN,"Denver, CO: Denver International",2005/04,4,12275
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005/04,4,24792
DTW,"Detroit, MI: Detroit Metro Wayne County",2005/04,4,12142
EWR,"Newark, NJ: Newark Liberty International",2005/04,4,12929
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005/04,4,6239
IAD,"Washington, DC: Washington Dulles International",2005/04,4,10997
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005/04,4,17553
JFK,"New York, NY: John F. Kennedy International",2005/04,4,8424
LAS,"Las Vegas, NV: McCarran International",2005/04,4,13754
LAX,"Los Angeles, CA: Los Angeles International",2005/04,4,18717
LGA,"New York, NY: LaGuardia",2005/04,4,10516
MCO,"Orlando, FL: Orlando International",2005/04,4,10049
MDW,"Chicago, IL: Chicago Midway International",2005/04,4,7484
MIA,"Miami, FL: Miami International",2005/04,4,5374
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005/04,4,11388
ORD,"Chicago, IL: Chicago O'Hare International",2005/04,4,27634
PDX,"Portland, OR: Portland International",2005/04,4,4359
PHL,"Philadelphia, PA: Philadelphia International",2005/04,4,11014
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2005/04,4,14274
SAN,"San Diego, CA: San Diego International",2005/04,4,7091
SEA,"Seattle, WA: Seattle/Tacoma International",2005/04,4,8349
SFO,"San Francisco, CA: San Francisco International",2005/04,4,10210
SLC,"Salt Lake City, UT: Salt Lake City International",2005/04,4,13398
TPA,"Tampa, FL: Tampa International",2005/04,4,7104
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2005/05,5,38076
BOS,"Boston, MA: Logan International",2005/05,5,11134
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2005/05,5,9248
CLT,"Charlotte, NC: Charlotte Douglas International",2005/05,5,10305
DCA,"Washington, DC: Ronald Reagan Washington National",2005/05,5,9186
DEN,"Denver, CO: Denver International",2005/05,5,16211
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2005/05,5,25985
DTW,"Detroit, MI: Detroit Metro Wayne County",2005/05,5,12094
EWR,"Newark, NJ: Newark Liberty International",2005/05,5,13107
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2005/05,5,5861
IAD,"Washington, DC: Washington Dulles International",2005/05,5,11189
IAH,"Houston, TX: George Bush Intercontinental/Houston",2005/05,5,18172
JFK,"New York, NY: John F. Kennedy International",2005/05,5,8615
LAS,"Las Vegas, NV: McCarran International",2005/05,5,14325
LAX,"Los Angeles, CA: Los Angeles International",2005/05,5,19711
LGA,"New York, NY: LaGuardia",2005/05,5,10914
MCO,"Orlando, FL: Orlando International",2005/05,5,9698
MDW,"Chicago, IL: Chicago Midway International",2005/05,5,7959
MIA,"Miami, FL: Miami International",2005/05,5,5387
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2005/05,5,11897
